RedniBroj,Takson,Brojnost,Pokrovnost,Spratovnost,Broj_snimka,pokrovnost_snimka_po_zonama,Datum,Lokalitet,Vlažnost_Kojić1997,Kiselost_Kojić1997,Azot_Kojić1997,Svetlost_Kojić1997,Temperatura_Kojić1997,sintaksonomski element,LIGHT_Tichy_etal2023,TEMPERATURE_Tichy_etal2023,MOISTURE_Tichy_etal2023,REACTION_Tichy_etal2023,NUTRIENTS_Tichy_etal2023,SALINITY_Tichy_etal2023
1207,Pilosella piloselloides (Crepis sp. u FH ssp. megalomastix),1,1,C ,78,B2-30% C-60%,1.7.2023,Stara planina - Donji Krivodol-Vlkovija,2,4,2,4,4,"4,2 - Klasa THLASPIETEA ROTUNDIFOLII Br.-Bl. et al. 1947: Vegetacija suvih stena i sipara",8.2,6,4.4,7.8,2.5,0
1208,Dactylis glomerata,2,2,C ,78,B2-30% C-60%,1.7.2023,Stara planina - Donji Krivodol-Vlkovija,3,3,4,3,3,"5,211 - Sveza Bromion erecti Br.-Bl. 1936: Kserofilne livadske biljne zajednice ili kseromezofilne, pa čak i mezofilne",7,x,x,x,x,0.3
1209,Tanacetum vulgare,2,2,C ,78,B2-30% C-60%,1.7.2023,Stara planina - Donji Krivodol-Vlkovija,3,3,3,4,3,"7,3 - Klasa Artemisietea vulgaris Lohm.,Prsg. et Tx. 1950: Ruderalna vegetacija trajnih, ekstremno nitrofilnih zajednica",7.8,x,x,7.1,5.7,0.2
1210,Plantago lanceolata,3,2,C ,78,B2-30% C-60%,1.7.2023,Stara planina - Donji Krivodol-Vlkovija,3,3,3,3,3,"5,1 - Klasa Molinio-Arrhenatheretea R.Tx. 1937: Higro-mezofilne livadske zajednice",7.1,5.3,4.5,5.9,4.8,0.3
1211,Prunus spinosa,2,4,B2,78,B2-30% C-60%,1.7.2023,Stara planina - Donji Krivodol-Vlkovija,2,4,3,4,4,"1,151 - Sveza Prunioun spinosae Soo 1940: Kserotermne i heliofitne fitocenoze šibljaka, obično na obodu kserotermnih šuma, na černozemu, dosta česte u Vojvodini",7.2,x,4,6.4,x,0.1
1212,Lotus corniculatus,2,3,C ,78,B2-30% C-60%,1.7.2023,Stara planina - Donji Krivodol-Vlkovija,2,4,3,4,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.3,5,x,6.6,2.5,0.4
1213,Polygala major,1,2,C ,78,B2-30% C-60%,1.7.2023,Stara planina - Donji Krivodol-Vlkovija,1,4,1,4,4,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",8.3,6.9,3.6,7.3,2.3,0
1214,Arrhenatherum elatius (Bromus sp.),4,3,C ,78,B2-30% C-60%,1.7.2023,Stara planina - Donji Krivodol-Vlkovija,3,3,4,3,3,"5,142 - Sveza Arrhenatherion elatioris Br.-Bl. 1925: Mezofilne dolinske, submontanske i montanske livadske zajednice",7.8,5.3,x,6.6,x,0.1
1215,Plantago media,3,2,C ,78,B2-30% C-60%,1.7.2023,Stara planina - Donji Krivodol-Vlkovija,2,4,2,4,3,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",7.5,5.3,4.1,6.8,2.9,0
1216,Gymnadenia conopsea subsp. conopsea,2,2,C ,79,A2-20% B1-10% C-30%,1.7.2023,Stara planina - posle Vlkovije,3,4,2,3,3,nema,7.6,4.6,6.2,7.4,2.7,0
1217,Pinus nigra,1,4,A2,79,A2-20% B1-10% C-30%,1.7.2023,Stara planina - posle Vlkovije,2,4,2,4,4,"2,212 - Sveza Orno-Ericion Ht. 1958: Borovo-crnušine šume, odn. šume crnog i belog bora, na dolomitima ili serpentinima, a ponekad se javljaju i na krečnjacima, ali tada su zajednice drugačije građene i imaju drugu sintaksonomsku pripadnost",7.1,x,3.5,x,2.3,0
1218,Tanacetum vulgare,3,2,C ,79,A2-20% B1-10% C-30%,1.7.2023,Stara planina - posle Vlkovije,3,3,3,4,3,"7,3 - Klasa Artemisietea vulgaris Lohm.,Prsg. et Tx. 1950: Ruderalna vegetacija trajnih, ekstremno nitrofilnih zajednica",7.8,x,x,7.1,5.7,0.2
1219,Polygala major,2,2,C ,79,A2-20% B1-10% C-30%,1.7.2023,Stara planina - posle Vlkovije,1,4,1,4,4,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",8.3,6.9,3.6,7.3,2.3,0
1220,Lotus corniculatus,2,2,C ,79,A2-20% B1-10% C-30%,1.7.2023,Stara planina - posle Vlkovije,2,4,3,4,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.3,5,x,6.6,2.5,0.4
1221,Brachypodium pinnatum (Bromus sp.),4,4,C ,79,A2-20% B1-10% C-30%,1.7.2023,Stara planina - posle Vlkovije,2,4,3,3,3,"5,2 Klasa Festuco-Brometea Br-Bl et R.Tx 1943: Kserofilne i polukserofilne livadske, livadsko-stepske i stepske bilne zajednica",6.1,5.1,4.2,7.2,4,0
1222,Festuca violacea,4,4,C ,79,A2-20% B1-10% C-30%,1.7.2023,Stara planina - posle Vlkovije,3,2,3,4,2,"4,41 - Red Seslerietali juncifoliae Ht. 1930: Visokoplaninska vegetacija kamenjarskih terena",8.3,1.8,5.2,x,3,0
1223,Medicago lupulina,3,3,C ,79,A2-20% B1-10% C-30%,1.7.2023,Stara planina - posle Vlkovije,2,4,3,3,4,"5,1 - Klasa Molinio-Arrhenatheretea R.Tx. 1937: Higro-mezofilne livadske zajednice",7.3,5.4,4.1,7.6,4.2,0.4
1224,Trifolium campestre,1,2,C ,79,A2-20% B1-10% C-30%,1.7.2023,Stara planina - posle Vlkovije,2,3,2,4,3,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",8,5.8,3.9,6,3.3,0.3
1225,Anthyllis vulneraria,2,2,C ,79,A2-20% B1-10% C-30%,1.7.2023,Stara planina - posle Vlkovije,1,4,2,4,3,"5,2 Klasa Festuco-Brometea Br-Bl et R.Tx 1943: Kserofilne i polukserofilne livadske, livadsko-stepske i stepske bilne zajednica",7.9,x,3.8,7.3,2.6,0
1226,Trifolium pratense,3,3,C ,79,A2-20% B1-10% C-30%,1.7.2023,Stara planina - posle Vlkovije,3,3,3,3,3,"5,1 - Klasa Molinio-Arrhenatheretea R.Tx. 1937: Higro-mezofilne livadske zajednice",7.3,4.3,x,5.9,x,0.1
1227,Plantago lanceolata,2,2,C ,79,A2-20% B1-10% C-30%,1.7.2023,Stara planina - posle Vlkovije,3,3,3,3,3,"5,1 - Klasa Molinio-Arrhenatheretea R.Tx. 1937: Higro-mezofilne livadske zajednice",7.1,5.3,4.5,5.9,4.8,0.3
1228,Onobrychis arenaria,2,2,C ,79,A2-20% B1-10% C-30%,1.7.2023,Stara planina - posle Vlkovije,1,5,2,4,4,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",7.4,6.5,2.8,8.8,1.8,0
1229,Globularia bisnagarica (Syn. Globularia punctata),2,2,C ,79,A2-20% B1-10% C-30%,1.7.2023,Stara planina - posle Vlkovije,0,0,0,0,0,nema,8.4,6.3,2.4,8.6,1.6,0
1230,Hypericum perforatum,1,1,C ,79,A2-20% B1-10% C-30%,1.7.2023,Stara planina - posle Vlkovije,2,3,3,3,3,"5,2 - Klasa Festuco-Brometea Br-Bl et R.Tx 1943: Kserofilne i polukserofilne livadske, livadsko-stepske i stepske bilne zajednica",7.3,x,3.9,6.1,3.9,0.1
1231,Pilosella piloselloides (Crepis sp. u FH ssp. megalomastix),2,2,C ,79,A2-20% B1-10% C-30%,1.7.2023,Stara planina - posle Vlkovije,2,4,2,4,4,"4,2 - Klasa THLASPIETEA ROTUNDIFOLII Br.-Bl. et al. 1947: Vegetacija suvih stena i sipara",8.2,6,4.4,7.8,2.5,0
1232,Clematis vitalba,2,3,B2,79,A2-20% B1-10% C-30%,1.7.2023,Stara planina - posle Vlkovije,3,4,3,3,3,"1,15 - Red Prunetalia spinosae R.Tx. 1952: Vegetacija šibljaka sa dominacijm vrsta roda Prunus",6.9,6.5,x,7.3,6.3,0
1233,Dorycnium pentaphyllum,2,2,C ,79,A2-20% B1-10% C-30%,1.7.2023,Stara planina - posle Vlkovije,0,0,0,0,0,nema,7.6,x,x,8.2,2.8,0
1234,Linum tenuifolium,1,1,C ,79,A2-20% B1-10% C-30%,1.7.2023,Stara planina - posle Vlkovije,1,5,1,4,5,"5,211 - Sveza Bromion erecti Br.-Bl. 1936: Kserofilne livadske biljne zajednice ili kseromezofilne, pa čak i mezofilne",8.9,7.4,2.7,8.6,2,0
1235,Bryza media,2,2,C ,79,A2-20% B1-10% C-30%,1.7.2023,Stara planina - posle Vlkovije,3,3,2,4,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.9,5,5.1,5.8,2.3,0.1
1236,Teucrium chamaedrys,3,2,C ,79,A2-20% B1-10% C-30%,1.7.2023,Stara planina - posle Vlkovije,1,4,1,4,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.4,6.5,2.6,8,1.6,0
1237,Festuca rubra (Trava sp.),4,4,C ,79,A2-20% B1-10% C-30%,1.7.2023,Stara planina - posle Vlkovije,3,3,3,3,3,"5,1 - Klasa Molinio-Arrhenatheretea R.Tx. 1937: Higro-mezofilne livadske zajednice",7.7,x,5.1,x,x,0.7
1238,Carex nigra subsp. nigra (Carex goodenowii),3,3,C ,79,A2-20% B1-10% C-30%,1.7.2023,Stara planina - posle Vlkovije,0,0,0,0,0,nema,x,x,x,x,2.1,0.6
,Althaea hirsuta,2,2,C ,79,A2-20% B1-10% C-30%,1.7.2023,Stara planina - posle Vlkovije,2,4,3,4,5,nema,7.9,x,3.8,7.3,x,0.2
1239,Epipactis atrorubens,2,2,C ,80,B2-20% C-40% 60% golo,1.7.2023,Stara planina - posle Vlkovije,2,4,2,3,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",x,x,3.3,8,2,0
1240,Clematis vitalba,2,4,B2,80,B2-20% C-40% 60% golo,1.7.2023,Stara planina - posle Vlkovije,3,4,3,3,3,"1,15 - Red Prunetalia spinosae R.Tx. 1952: Vegetacija šibljaka sa dominacijm vrsta roda Prunus",6.9,6.5,x,7.3,6.3,0
1241,Cornus sanguinea,1,2,B2,80,B2-20% C-40% 60% golo,1.7.2023,Stara planina - posle Vlkovije,3,4,3,3,3,"1,15 - Red Prunetalia spinosae R.Tx. 1952: Vegetacija šibljaka sa dominacijm vrsta roda Prunus",7,x,x,7.5,4.8,0
1242,Onobrychis arenaria (kao pre viidi snimak 79),3,3,C ,80,B2-20% C-40% 60% golo,1.7.2023,Stara planina - posle Vlkovije,1,5,2,4,4,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",7.4,6.5,2.8,8.8,1.8,0
1243,Anthyllis vulneraria,3,2,C ,80,B2-20% C-40% 60% golo,1.7.2023,Stara planina - posle Vlkovije,1,4,2,4,3,"5,2 Klasa Festuco-Brometea Br-Bl et R.Tx 1943: Kserofilne i polukserofilne livadske, livadsko-stepske i stepske bilne zajednica",7.9,x,3.8,7.3,2.6,0
1244,Rhinanthus rumelicus (Sub. Alectorolophus rumelcus),1,2,C ,80,B2-20% C-40% 60% golo,1.7.2023,Stara planina - posle Vlkovije,3,3,2,4,3,"5,233 - Sveza Chrysopogoni-Danthonion calycinae Kojič 1957: Livadske zajednice kserofitskog i kseromezofitskog karaktera; naročito veliki broj zajednica u brdskom regionu Srbije, u zoni klimatogene zajednice Quercetum frainetto-cerris",7,6,5.3,8,2,0
1245,Lotus corniculatus,2,2,C ,80,B2-20% C-40% 60% golo,1.7.2023,Stara planina - posle Vlkovije,2,4,3,4,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.3,5,x,6.6,2.5,0.4
1246,Crepis sp.,2,2,C ,80,B2-20% C-40% 60% golo,1.7.2023,Stara planina - posle Vlkovije,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
1247,Euphorbia cyparissias,2,2,C ,80,B2-20% C-40% 60% golo,1.7.2023,Stara planina - posle Vlkovije,2,3,2,4,3,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",7.8,5.5,3.3,6.4,3.3,0.1
1248,Polygala major (kao i sledeci snimak je),2,2,C ,80,B2-20% C-40% 60% golo,1.7.2023,Stara planina - posle Vlkovije,1,4,1,4,4,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",8.3,6.9,3.6,7.3,2.3,0
1249,Linum tenuifolium,2,2,C ,80,B2-20% C-40% 60% golo,1.7.2023,Stara planina - posle Vlkovije,1,5,1,4,5,"5,211 - Sveza Bromion erecti Br.-Bl. 1936: Kserofilne livadske biljne zajednice ili kseromezofilne, pa čak i mezofilne",8.9,7.4,2.7,8.6,2,0
1250,Brachypodium pinnatum (Bromus sp.),3,3,C ,80,B2-20% C-40% 60% golo,1.7.2023,Stara planina - posle Vlkovije,2,4,3,3,3,"5,2 Klasa Festuco-Brometea Br-Bl et R.Tx 1943: Kserofilne i polukserofilne livadske, livadsko-stepske i stepske bilne zajednica",6.1,5.1,4.2,7.2,4,0
1251,Galium lucidum (Beli galium),3,2,C ,80,B2-20% C-40% 60% golo,1.7.2023,Stara planina - posle Vlkovije,1,4,1,4,3,nema,7.9,6.8,2.7,7.4,2,0
1252,Asperula cynachica,2,2,C ,80,B2-20% C-40% 60% golo,1.7.2023,Stara planina - posle Vlkovije,1,4,2,4,4,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",7.5,6.4,3,7.9,2.8,0
1253,Dorycnium pentaphyllum,3,3,C ,80,B2-20% C-40% 60% golo,1.7.2023,Stara planina - posle Vlkovije,0,0,0,0,0,nema,7.6,x,x,8.2,2.8,0
1254,Medicago lupulina,2,2,C ,80,B2-20% C-40% 60% golo,1.7.2023,Stara planina - posle Vlkovije,2,4,3,3,4,"5,1 - Klasa Molinio-Arrhenatheretea R.Tx. 1937: Higro-mezofilne livadske zajednice",7.3,5.4,4.1,7.6,4.2,0.4
1255,Tanacetum vulgare,2,2,C ,80,B2-20% C-40% 60% golo,1.7.2023,Stara planina - posle Vlkovije,3,3,3,4,3,"7,3 - Klasa Artemisietea vulgaris Lohm.,Prsg. et Tx. 1950: Ruderalna vegetacija trajnih, ekstremno nitrofilnih zajednica",7.8,x,x,7.1,5.7,0.2
1256,Dictamnus albus,1,2,B2,80,B2-20% C-40% 60% golo,1.7.2023,Stara planina - posle Vlkovije,1,4,1,3,4,"1.11 - Red Quercetalia pubescentis Br.-Bl. 1932: Kserotermofilne, svetle zajednice šuma, šikara i šibljaka",6.5,7.2,3.2,7.8,2.2,0
1257,Crataegus monogyna,1,2,B2,80,B2-20% C-40% 60% golo,1.7.2023,Stara planina - posle Vlkovije,3,4,2,4,3,"1,113 - Sveza Quercion frainetoo Ht. 1954: Šumkse zajednice pretežno klimatogenog karaktera (Srbije, delovi Rumunije i Bugarske), u nižem pojasu, sa izraženom kontinentalnom klimom",7,x,4.4,x,x,0
1258,? Festuca sp.,3,4,C ,80,B2-20% C-40% 60% golo,1.7.2023,Stara planina - posle Vlkovije,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
1259,Neottia ovata,1,1,C ,81,B2-90% c-20%,1.7.2023,Stara planina - posle Vlkovije,3,3,3,3,3,nema,x,x,6.1,6.7,x,0
1260,Salix caprea,1,4,B2,81,B2-90% c-20%,1.7.2023,Stara planina - posle Vlkovije,3,3,3,3,3,"3,213 - Sveza Sambuco-Salicion capreae R.Tx. 1950: Higro-mezofilno-nitrofilne žbunaste zajednice, nitrofilnog karaktera, na ruderalizovanim staništima",7.2,5.1,x,6.4,5.6,0
1261,Clematis vitalba,1,2,B2,81,B2-90% c-20%,1.7.2023,Stara planina - posle Vlkovije,3,4,3,3,3,"1,15 - Red Prunetalia spinosae R.Tx. 1952: Vegetacija šibljaka sa dominacijm vrsta roda Prunus",6.9,6.5,x,7.3,6.3,0
1262,Pyrus communis,1,6,B2,81,B2-90% c-20%,1.7.2023,Stara planina - posle Vlkovije,3,4,3,3,4,"1,113 - Sveza Quercion frainetoo Ht. 1954: Šumkse zajednice pretežno klimatogenog karaktera (Srbije, delovi Rumunije i Bugarske), u nižem pojasu, sa izraženom kontinentalnom klimom",6.1,6,5,x,x,0
1263,Vicia cracca,2,2,C ,81,B2-90% c-20%,1.7.2023,Stara planina - posle Vlkovije,3,3,3,4,3,"5,1 - Klasa Molinio-Arrhenatheretea R.Tx. 1937: Higro-mezofilne livadske zajednice",7.2,x,x,6.1,4.3,0.4
1264,Pinus nigra mladica,1,2,B2,81,B2-90% c-20%,1.7.2023,Stara planina - posle Vlkovije,2,4,2,4,4,"2,212 - Sveza Orno-Ericion Ht. 1958: Borovo-crnušine šume, odn. šume crnog i belog bora, na dolomitima ili serpentinima, a ponekad se javljaju i na krečnjacima, ali tada su zajednice drugačije građene i imaju drugu sintaksonomsku pripadnost",7.1,x,3.5,x,2.3,0
1265,Tanacetum vulgare,2,2,C ,81,B2-90% c-20%,1.7.2023,Stara planina - posle Vlkovije,3,3,3,4,3,"7,3 - Klasa Artemisietea vulgaris Lohm.,Prsg. et Tx. 1950: Ruderalna vegetacija trajnih, ekstremno nitrofilnih zajednica",7.8,x,x,7.1,5.7,0.2
1266,Polygala major (sp. ista),2,2,C ,81,B2-90% c-20%,1.7.2023,Stara planina - posle Vlkovije,1,4,1,4,4,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",8.3,6.9,3.6,7.3,2.3,0
1267,Lotus corniculatus,3,2,C ,81,B2-90% c-20%,1.7.2023,Stara planina - posle Vlkovije,2,4,3,4,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.3,5,x,6.6,2.5,0.4
1268,Bryza media,2,2,C ,81,B2-90% c-20%,1.7.2023,Stara planina - posle Vlkovije,3,3,2,4,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.9,5,5.1,5.8,2.3,0.1
1269,? Festuca sp.,4,3,C ,81,B2-90% c-20%,1.7.2023,Stara planina - posle Vlkovije,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
1270,Onobrychis arenaria (kao pre viidi snimak 79),4,3,C ,81,B2-90% c-20%,1.7.2023,Stara planina - posle Vlkovije,1,5,2,4,4,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",7.4,6.5,2.8,8.8,1.8,0
1271,Fraxinus ornus,1,1,B2,81,B2-90% c-20%,1.7.2023,Stara planina - posle Vlkovije,2,4,2,3,4,"1,1 - Klasa Querco-Fagetea Br.-Bl. et Vlieg. 1937: listopadne šume i šibljaci na bogatijem neutralnom, baznom ili slabo kiselom zemljištu",x,x,3.9,7.6,3.4,0
1272,Medicago falcata,2,2,C ,81,B2-90% c-20%,1.7.2023,Stara planina - posle Vlkovije,2,4,2,4,4,"5,2 - Klasa Festuco-Brometea Br-Bl et R.Tx 1943: Kserofilne i polukserofilne livadske, livadsko-stepske i stepske bilne zajednica",8,x,4,8.2,x,0.2
1273,Anthyllis vulneraria,2,2,C ,81,B2-90% c-20%,1.7.2023,Stara planina - posle Vlkovije,1,4,2,4,3,"5,2 Klasa Festuco-Brometea Br-Bl et R.Tx 1943: Kserofilne i polukserofilne livadske, livadsko-stepske i stepske bilne zajednica",7.9,x,3.8,7.3,2.6,0
1274,Echium vulgare,2,2,C ,81,B2-90% c-20%,1.7.2023,Stara planina - posle Vlkovije,1,3,3,5,4,"7,311 - Sveza Onopordion acanthii Br.-Bl. 1926: Trajne kserofilne nitrofilne ruderalne zajednice , pored puteva, železničkih pruga i sl.",8.5,x,3.5,6.3,4.1,0.2
1275,Thymus serpyllum (u FH vulgaris),2,2,C ,81,B2-90% c-20%,1.7.2023,Stara planina - posle Vlkovije,1,2,1,4,3,nema,7.4,5.4,2.8,4.2,1.4,0
1276,Cornus sanguinea,1,2,B2,81,B2-90% c-20%,1.7.2023,Stara planina - posle Vlkovije,3,4,3,3,3,"1,15 - Red Prunetalia spinosae R.Tx. 1952: Vegetacija šibljaka sa dominacijm vrsta roda Prunus",7,x,x,7.5,4.8,0
1277,Artemisia annua,1,2,C ,81,B2-90% c-20%,1.7.2023,Stara planina - posle Vlkovije,3,3,4,4,4,nema,8.3,6.8,4.1,6.6,5.8,0.2
1278,Epipactis atrorubens (Rozeta),1,1,C ,81,B2-90% c-20%,1.7.2023,Stara planina - posle Vlkovije,2,4,2,3,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",x,x,3.3,8,2,0
1279,Medicago lupulina,4,3,C ,81,B2-90% c-20%,1.7.2023,Stara planina - posle Vlkovije,2,4,3,3,4,"5,1 - Klasa Molinio-Arrhenatheretea R.Tx. 1937: Higro-mezofilne livadske zajednice",7.3,5.4,4.1,7.6,4.2,0.4
1280,Euphorbia cyparissias,1,2,C ,81,B2-90% c-20%,1.7.2023,Stara planina - posle Vlkovije,2,3,2,4,3,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",7.8,5.5,3.3,6.4,3.3,0.1
1281,Pilosella officinarum (HIeracium sp.),1,2,C ,81,B2-90% c-20%,1.7.2023,Stara planina - posle Vlkovije,2,3,1,4,3,nema,7.6,4.7,3.9,5.3,1.8,0
1282,Asperula cynachica,1,2,C ,81,B2-90% c-20%,1.7.2023,Stara planina - posle Vlkovije,1,4,2,4,4,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",7.5,6.4,3,7.9,2.8,0
1283,Linum tenuifolium,1,2,C ,81,B2-90% c-20%,1.7.2023,Stara planina - posle Vlkovije,1,5,1,4,5,"5,211 - Sveza Bromion erecti Br.-Bl. 1936: Kserofilne livadske biljne zajednice ili kseromezofilne, pa čak i mezofilne",8.9,7.4,2.7,8.6,2,0
1284,Crataegus monogyna,1,2,B2,81,B2-90% c-20%,1.7.2023,Stara planina - posle Vlkovije,3,4,2,4,3,"1,113 - Sveza Quercion frainetoo Ht. 1954: Šumkse zajednice pretežno klimatogenog karaktera (Srbije, delovi Rumunije i Bugarske), u nižem pojasu, sa izraženom kontinentalnom klimom",7,x,4.4,x,x,0
1285,Poa compressa,3,2,C ,81,B2-90% c-20%,1.7.2023,Stara planina - posle Vlkovije,2,4,2,4,3,nema,8.9,5.8,3,7.6,2.6,0.2
1286,Festuca rubra (Visoka trava od prošlog snimka),4,3,C ,81,B2-90% c-20%,1.7.2023,Stara planina - posle Vlkovije,3,3,3,3,3,"5,1 - Klasa Molinio-Arrhenatheretea R.Tx. 1937: Higro-mezofilne livadske zajednice",7.7,x,5.1,x,x,0.7
1287,Teucrium chamaedrys,2,2,C ,81,B2-90% c-20%,1.7.2023,Stara planina - posle Vlkovije,1,4,1,4,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.4,6.5,2.6,8,1.6,0
1288,Himantoglossum calcaratum subsp. rumelicum,2,2,C ,82,B2<5% C-100%,1.7.2023,Stara planina - Prtopopinci,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
1289,Astragalus onobrychis,2,3,C ,82,B2<5% C-100%,1.7.2023,Stara planina - Prtopopinci,1,5,2,4,3,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",8.3,6.8,2.4,9,1.5,0
1290,Salvia nemorosa,2,2,C ,82,B2<5% C-100%,1.7.2023,Stara planina - Prtopopinci,0,0,0,0,0,nema,7.6,6.8,3.9,8.2,4,0
1291,Rosa canina,1,1,B2,82,B2<5% C-100%,1.7.2023,Stara planina - Prtopopinci,3,3,2,3,3,"1,15 - Red Prunetalia spinosae R.Tx. 1952: Vegetacija šibljaka sa dominacijm vrsta roda Prunus",7.5,x,x,7,x,0
1292,Medicago falcata,2,2,C ,82,B2<5% C-100%,1.7.2023,Stara planina - Prtopopinci,2,4,2,4,4,"5,2 - Klasa Festuco-Brometea Br-Bl et R.Tx 1943: Kserofilne i polukserofilne livadske, livadsko-stepske i stepske bilne zajednica",8,x,4,8.2,x,0.2
1293,Potentilla aurea,2,2,C ,82,B2<5% C-100%,1.7.2023,Stara planina - Prtopopinci,3,2,2,4,2,"4,611 - Sveza Nardion strictae Br.-Bl. 1926: Široko rasprostranjena planinske pašnjačke zajednice u kojima dominira tipac",8,2.7,4.7,3,2.3,0
1294,Fragaria vesca,3,2,C ,82,B2<5% C-100%,1.7.2023,Stara planina - Prtopopinci,3,3,3,3,3,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",6.7,x,4.9,6.8,5,0
1295,Chrysopogon gryllus (Visoka crvena trava),4,2,C ,82,B2<5% C-100%,1.7.2023,Stara planina - Prtopopinci,2,3,2,4,5,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",8.5,x,3.8,7.3,3,0
1296,Silene otites,2,2,C ,82,B2<5% C-100%,1.7.2023,Stara planina - Prtopopinci,1,4,2,4,4,"5,2 - Klasa Festuco-Brometea Br-Bl et R.Tx 1943: Kserofilne i polukserofilne livadske, livadsko-stepske i stepske bilne zajednica",8.2,6.6,2.6,7.4,2,0
1297,Stachys recta (Sideritis beli),2,2,C ,82,B2<5% C-100%,1.7.2023,Stara planina - Prtopopinci,1,4,2,4,3,"5,2 - Klasa Festuco-Brometea Br-Bl et R.Tx 1943: Kserofilne i polukserofilne livadske, livadsko-stepske i stepske bilne zajednica",7.4,5.8,2.8,8.2,2.3,0
1298,Clinopodium acinos (Sideritis ljubičasti),2,2,C ,82,B2<5% C-100%,1.7.2023,Stara planina - Prtopopinci,1,4,1,4,3,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",8.8,6,2.3,6.7,1.2,0
1299,Potentilla argentea,4,3,C ,82,B2<5% C-100%,1.7.2023,Stara planina - Prtopopinci,1,3,1,4,3,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",8.6,x,2.7,4.4,1.6,0
